앞글자,뒷글자,빈도
<BOS>,닮,14
<BOS>,닯,1
<BOS>,닳,9
<BOS>,푹,22
<BOS>,샇,3
<BOS>,펩,18
<BOS>,닺,2
<BOS>,닼,1
<BOS>,닽,1
<BOS>,렴,82
<BOS>,숳,3
<BOS>,빡,34
<BOS>,댈,4
<BOS>,슌,2
<BOS>,댜,1
<BOS>,댱,15
<BOS>,짗,2
<BOS>,덖,2
<BOS>,덗,1
<BOS>,덚,1
<BOS>,덛,6
<BOS>,덞,2
<BOS>,듬,37
<BOS>,덥,48
<BOS>,뵈,29
<BOS>,얽,55
<BOS>,덭,3
<BOS>,엋,1
<BOS>,덱,18
<BOS>,덴,25
<BOS>,뎀,7
<BOS>,뎁,3
<BOS>,뎃,1
<BOS>,뎍,10
<BOS>,뎐,12
<BOS>,뎔,4
<BOS>,뎜,6
<BOS>,뎧,2
<BOS>,딕,30
<BOS>,꼍,2
<BOS>,텬,11
<BOS>,왐,1
<BOS>,벧,1
<BOS>,줏,18
<BOS>,셰,70
<BOS>,돆,1
<BOS>,멩,23
<BOS>,쩌,59
<BOS>,챙,40
<BOS>,핑,50
<BOS>,돍,1
<BOS>,돐,5
<BOS>,돕,4
<BOS>,텰,5
<BOS>,밍,23
<BOS>,솣,1
<BOS>,젹,17
<BOS>,횃,16
<BOS>,섞,54
<BOS>,섣,10
<BOS>,돚,1
<BOS>,돝,8
<BOS>,돟,1
<BOS>,돠,2
<BOS>,돤,1
<BOS>,돨,2
<BOS>,됀,1
<BOS>,됑,1
<BOS>,쎄,22
<BOS>,찾,21
<BOS>,될,5
<BOS>,됨,6
<BOS>,됩,4
<BOS>,됫,17
<BOS>,됭,2
<BOS>,됴,16
<BOS>,둏,1
<BOS>,몬,85
<BOS>,셋,41
<BOS>,씰,75
<BOS>,훼,77
<BOS>,잊,16
<BOS>,슝,2
<BOS>,둗,4
<BOS>,둙,1
<BOS>,둛,1
<BOS>,둟,1
<BOS>,둠,13
<BOS>,둡,3
<BOS>,둣,3
<BOS>,띨,3
<BOS>,쭤,3
<BOS>,쇙,1
<BOS>,둪,3
<BOS>,둬,4
<BOS>,둼,1
<BOS>,둿,1
<BOS>,뒙,1
<BOS>,뒛,1
<BOS>,뒝,4
<BOS>,섯,26
<BOS>,앗,31
<BOS>,짊,4
<BOS>,헝,43
<BOS>,뒨,4
<BOS>,뒬,3
<BOS>,뒴,1
<BOS>,뒵,2
<BOS>,묗,3
<BOS>,얘,53
<BOS>,듀,30
<BOS>,듁,3
<BOS>,듕,12
<BOS>,콕,20
<BOS>,샷,11
<BOS>,뼌,1
<BOS>,붐,14
<BOS>,쏨,4
<BOS>,듧,1
<BOS>,듨,1
<BOS>,듭,3
<BOS>,싶,3
<BOS>,츩,4
<BOS>,칡,26
<BOS>,쳐,29
<BOS>,딍,2
<BOS>,딘,14
<BOS>,딤,6
<BOS>,딥,6
<BOS>,딧,7
<BOS>,딭,1
<BOS>,딯,4
<BOS>,딲,2
<BOS>,딹,1
<BOS>,딿,2
<BOS>,뙤,59
<BOS>,땁,1
<BOS>,땃,18
<BOS>,뗌,1
<BOS>,찔,105
<BOS>,땍,18
<BOS>,땐,1
<BOS>,땔,7
<BOS>,땟,9
<BOS>,벹,1
<BOS>,땧,1
<BOS>,땱,1
<BOS>,옮,23
<BOS>,떤,2
<BOS>,떫,5
<BOS>,떰,9
<BOS>,떱,2
<BOS>,떳,6
<BOS>,떵,14
<BOS>,떽,13
<BOS>,뗀,2
<BOS>,뗄,2
<BOS>,뗏,12
<BOS>,똔,1
<BOS>,똠,2
<BOS>,슷,3
<BOS>,똬,11
<BOS>,똴,2
<BOS>,뙁,1
<BOS>,뙷,1
<BOS>,뙹,2
<BOS>,뚤,17
<BOS>,뚥,1
<BOS>,뚧,1
<BOS>,뚬,6
<BOS>,뚱,67
<BOS>,뛔,3
<BOS>,뛸,1
<BOS>,뜅,2
<BOS>,뜩,1
<BOS>,뜬,66
<BOS>,뜳,1
<BOS>,뜽,5
<BOS>,뜾,1
<BOS>,띙,2
<BOS>,띡,1
<BOS>,띤,2
<BOS>,띰,4
<BOS>,텐,20
<BOS>,햄,21
<BOS>,웰,13
<BOS>,윙,12
<BOS>,앤,55
<BOS>,랄,7
<BOS>,랏,1
<BOS>,랜,22
<BOS>,랠,1
<BOS>,랩,13
<BOS>,뮤,34
<BOS>,랴,9
<BOS>,럭,11
<BOS>,풋,123
<BOS>,럼,6
<BOS>,옐,18
<BOS>,렉,8
<BOS>,렐,2
<BOS>,렘,7
<BOS>,렙,12
<BOS>,렵,28
<BOS>,롄,1
<BOS>,롬,19
<BOS>,롯,2
<BOS>,롱,102
<BOS>,숏,8
<BOS>,뢴,10
<BOS>,쉰,16
<BOS>,룬,2
<BOS>,룻,1
<BOS>,룽,16
<BOS>,뤄,9
<BOS>,뤼,18
<BOS>,뤽,2
<BOS>,륄,1
<BOS>,륙,205
<BOS>,륭,28
<BOS>,르,54
<BOS>,륵,40
<BOS>,를,3
<BOS>,름,15
<BOS>,릭,1
<BOS>,뱌,24
<BOS>,얀,10
<BOS>,탓,4
<BOS>,옵,30
<BOS>,많,7
<BOS>,뺌,6
<BOS>,뽄,4
<BOS>,섥,3
<BOS>,쨈,5
<BOS>,맔,1
<BOS>,맗,1
<BOS>,맘,33
<BOS>,맙,3
<BOS>,맟,1
<BOS>,맣,1
<BOS>,핸,26
<BOS>,맬,17
<BOS>,맴,19
<BOS>,맷,35
<BOS>,멘,41
<BOS>,먀,11
<BOS>,먈,4
<BOS>,숱,6
<BOS>,캉,17
<BOS>,멜,84
<BOS>,툴,31
<BOS>,잼,18
<BOS>,멎,9
<BOS>,멕,38
<BOS>,멨,1
<BOS>,멫,1
<BOS>,몃,5
<BOS>,몇,4
<BOS>,몌,8
<BOS>,밇,2
<BOS>,잽,12
<BOS>,졎,3
<BOS>,몯,8
<BOS>,뵙,4
<BOS>,몱,2
<BOS>,픠,3
<BOS>,몹,6
<BOS>,뫃,2
<BOS>,뫼,44
<BOS>,묀,1
<BOS>,묄,2
<BOS>,묍,1
<BOS>,얺,1
<BOS>,묑,1
<BOS>,묫,1
<BOS>,쏴,15
<BOS>,앝,6
<BOS>,븨,3
<BOS>,헹,21
<BOS>,휑,10
<BOS>,져,32
<BOS>,뭍,20
<BOS>,숑,8
<BOS>,잴,40
<BOS>,촐,34
<BOS>,뭀,2
<BOS>,뭄,2
<BOS>,뭊,1
<BOS>,뭐,2
<BOS>,뭔,1
<BOS>,뭘,2
<BOS>,뭣,2
<BOS>,뭬,1
<BOS>,뮌,9
<BOS>,뮬,1
<BOS>,믄,10
<BOS>,헐,149
<BOS>,셕,7
<BOS>,믉,1
<BOS>,믌,5
<BOS>,믠,7
<BOS>,믭,2
<BOS>,믯,3
<BOS>,빋,7
<BOS>,쳔,5
<BOS>,팟,9
<BOS>,헙,16
<BOS>,밈,3
<BOS>,졍,5
<BOS>,삵,5
<BOS>,퀘,11
<BOS>,펠,38
<BOS>,툼,9
<BOS>,혓,13
<BOS>,콥,12
<BOS>,툽,9
<BOS>,힌,24
<BOS>,밞,2
<BOS>,밠,4
<BOS>,찹,29
<BOS>,밫,1
<BOS>,밯,1
<BOS>,뿍,11
<BOS>,뿡,13
<BOS>,젊,19
<BOS>,뱁,8
<BOS>,뱆,1
<BOS>,뱍,3
<BOS>,뱐,27
<BOS>,뱔,1
<BOS>,뱜,2
<BOS>,뱝,1
<BOS>,뱟,1
<BOS>,뱡,1
<BOS>,엘,132
<BOS>,툇,9
<BOS>,벅,51
<BOS>,퉹,1
<BOS>,텍,14
<BOS>,벜,1
<BOS>,벟,1
<BOS>,튜,31
<BOS>,벰,3
<BOS>,벵,25
<BOS>,볃,1
<BOS>,볋,1
<BOS>,볌,1
<BOS>,볍,3
<BOS>,쟉,13
<BOS>,볔,1
<BOS>,볘,2
<BOS>,셸,14
<BOS>,훔,41
<BOS>,썽,47
<BOS>,줴,36
<BOS>,봅,4
<BOS>,튱,3
<BOS>,봋,1
<BOS>,봏,3
<BOS>,뵐,3
<BOS>,뵘,2
<BOS>,뵴,1
<BOS>,짖,4
<BOS>,킈,3
<BOS>,퉤,9
<BOS>,튼,13
<BOS>,붗,2
<BOS>,붘,1
<BOS>,붚,5
<BOS>,붝,1
<BOS>,붴,1
<BOS>,뷘,3
<BOS>,뷜,2
<BOS>,뷧,3
<BOS>,뷩,1
<BOS>,븍,4
<BOS>,븓,7
<BOS>,틔,7
<BOS>,븗,1
<BOS>,븘,5
<BOS>,븟,3
<BOS>,븩,2
<BOS>,엠,83
<BOS>,빅,30
<BOS>,빕,2
<BOS>,튐,27
<BOS>,빟,1
<BOS>,빧,5
<BOS>,뛩,1
<BOS>,빰,5
<BOS>,빳,3
<BOS>,빻,1
<BOS>,빽,9
<BOS>,뺀,29
<BOS>,뺍,3
<BOS>,뺑,79
<BOS>,뺘,8
<BOS>,뺙,6
<BOS>,뺜,8
<BOS>,뻑,15
<BOS>,뻣,6
<BOS>,뻥,63
<BOS>,뻭,4
<BOS>,뻰,1
<BOS>,뻽,1
<BOS>,뼁,3
<BOS>,뼉,3
<BOS>,뼐,1
<BOS>,뼘,14
<BOS>,뼛,9
<BOS>,뼝,3
<BOS>,뽀,167
<BOS>,뽁,6
<BOS>,뽈,63
<BOS>,뽓,2
<BOS>,뽛,1
<BOS>,뾔,1
<BOS>,뾩,1
<BOS>,뿅,3
<BOS>,뿐,2
<BOS>,뿓,1
<BOS>,뿕,1
<BOS>,쀼,23
<BOS>,쁘,1
<BOS>,쁠,2
<BOS>,삔,20
<BOS>,삘,9
<BOS>,삠,1
<BOS>,삡,1
<BOS>,삥,60
<BOS>,삳,1
<BOS>,쵹,2
<BOS>,삷,2
<BOS>,삸,3
<BOS>,툰,8
<BOS>,퀼,4
<BOS>,샆,1
<BOS>,빯,1
<BOS>,샋,1
<BOS>,샐,63
<BOS>,샙,3
<BOS>,훙,12
<BOS>,샨,4
<BOS>,샬,6
<BOS>,샴,9
<BOS>,샹,25
<BOS>,섀,18
<BOS>,씿,2
<BOS>,섟,1
<BOS>,섧,1
<BOS>,섨,1
<BOS>,섰,2
<BOS>,셉,3
<BOS>,셓,1
<BOS>,셗,1
<BOS>,셜,8
<BOS>,셟,1
<BOS>,셤,4
<BOS>,셦,1
<BOS>,셧,3
<BOS>,졔,9
<BOS>,셴,3
<BOS>,솀,1
<BOS>,솁,1
<BOS>,뜹,1
<BOS>,짭,22
<BOS>,펵,2
<BOS>,폄,52
<BOS>,솓,2
<BOS>,칵,18
<BOS>,솕,1
<BOS>,솗,1
<BOS>,솘,1
<BOS>,욱,114
<BOS>,솧,1
<BOS>,솰,3
<BOS>,솽,2
<BOS>,쇅,7
<BOS>,꿑,3
<BOS>,슴,30
<BOS>,쇡,7
<BOS>,쇤,5
<BOS>,쇰,3
<BOS>,쇳,22
<BOS>,윈,32
<BOS>,졉,7
<BOS>,슉,1
<BOS>,쇽,4
<BOS>,숀,2
<BOS>,숄,11
<BOS>,숍,7
<BOS>,숗,1
<BOS>,즹,2
<BOS>,숡,2
<BOS>,숩,5
<BOS>,짙,12
<BOS>,숴,2
<BOS>,쉑,7
<BOS>,쉔,1
<BOS>,쉡,1
<BOS>,첸,11
<BOS>,쉭,6
<BOS>,쉴,6
<BOS>,쉿,3
<BOS>,슁,2
<BOS>,슐,19
<BOS>,슘,1
<BOS>,윌,21
<BOS>,휠,10
<BOS>,슥,4
<BOS>,뮙,1
<BOS>,슭,1
<BOS>,슳,1
<BOS>,팜,10
<BOS>,슺,1
<BOS>,슻,2
<BOS>,싁,3
<BOS>,싄,2
<BOS>,싥,1
<BOS>,싫,7
<BOS>,봤,1
<BOS>,싳,1
<BOS>,싼,24
<BOS>,쓿,3
<BOS>,쌉,15
<BOS>,핳,1
<BOS>,쌜,40
<BOS>,쌧,1
<BOS>,쌩,59
<BOS>,쌰,1
<BOS>,쌸,1
<BOS>,썍,1
<BOS>,썬,11
<BOS>,썸,18
<BOS>,쎅,2
<BOS>,쎌,1
<BOS>,쏀,3
<BOS>,쏙,45
<BOS>,쏜,5
<BOS>,쏩,1
<BOS>,쏭,14
<BOS>,쏵,1
<BOS>,쏼,3
<BOS>,쐑,2
<BOS>,쐭,1
<BOS>,쑈,1
<BOS>,쑦,1
<BOS>,쑨,3
<BOS>,쑬,19
<BOS>,쑵,1
<BOS>,쑷,1
<BOS>,쑹,23
<BOS>,쯔,9
<BOS>,쒸,3
<BOS>,쓔,1
<BOS>,쓩,1
<BOS>,쓱,13
<BOS>,읏,7
<BOS>,씁,15
<BOS>,씩,22
<BOS>,쳇,14
<BOS>,씸,5
<BOS>,씽,60
<BOS>,웋,2
<BOS>,쩡,11
<BOS>,앆,1
<BOS>,쥔,15
<BOS>,찝,23
<BOS>,팎,3
<BOS>,콰,22
<BOS>,앍,27
<BOS>,앎,1
<BOS>,앏,12
<BOS>,앒,2
<BOS>,톰,23
<BOS>,앚,2
<BOS>,앛,2
<BOS>,꿎,1
<BOS>,켸,5
<BOS>,홉,13
<BOS>,앨,31
<BOS>,앱,2
<BOS>,앳,3
<BOS>,얌,31
<BOS>,얄,99
<BOS>,얅,1
<BOS>,얇,22
<BOS>,얍,9
<BOS>,얏,3
<BOS>,얕,20
<BOS>,얖,2
<BOS>,얠,1
<BOS>,얭,4
<BOS>,졈,10
<BOS>,흩,21
<BOS>,얿,1
<BOS>,웁,3
<BOS>,엊,5
<BOS>,엏,1
<BOS>,엡,4
<BOS>,엣,1
<BOS>,엱,1
<BOS>,엳,3
<BOS>,엵,1
<BOS>,엸,1
<BOS>,엻,1
<BOS>,옂,1
<BOS>,옅,5
<BOS>,옇,1
<BOS>,젠,22
<BOS>,꼐,1
<BOS>,옌,14
<BOS>,옘,2
<BOS>,옙,2
<BOS>,옜,5
<BOS>,헨,24
<BOS>,옦,1
<BOS>,옫,1
<BOS>,옭,18
<BOS>,옰,1
<BOS>,옳,10
<BOS>,쫑,54
<BOS>,틴,9
<BOS>,왝,12
<BOS>,왠,4
<BOS>,왯,2
<BOS>,왱,49
<BOS>,왹,7
<BOS>,왼,76
<BOS>,좨,8
<BOS>,좍,5
<BOS>,욀,5
<BOS>,욉,3
<BOS>,욋,2
<BOS>,욍,7
<BOS>,욘,3
<BOS>,욜,8
<BOS>,욥,3
<BOS>,욧,4
<BOS>,욹,1
<BOS>,욿,1
<BOS>,웍,13
<BOS>,웹,5
<BOS>,웡,5
<BOS>,웩,12
<BOS>,웬,18
<BOS>,웻,2
<BOS>,웽,38
<BOS>,윁,1
<BOS>,윔,3
<BOS>,윕,1
<BOS>,턴,18
<BOS>,윽,22
<BOS>,읊,3
<BOS>,읎,1
<BOS>,읜,1
<BOS>,읫,3
<BOS>,릿,1
<BOS>,슨,1
<BOS>,읻,1
<BOS>,쿰,7
<BOS>,잃,3
<BOS>,잋,1
<BOS>,잗,15
<BOS>,잙,2
<BOS>,잩,1
<BOS>,잪,1
<BOS>,잰,19
<BOS>,쟌,1
<BOS>,쟐,1
<BOS>,쟘,3
<BOS>,쟤,1
<BOS>,쟨,1
<BOS>,젂,1
<BOS>,캄,40
<BOS>,젇,2
<BOS>,젉,2
<BOS>,젙,2
<BOS>,젛,1
<BOS>,젝,1
<BOS>,젬,7
<BOS>,젯,12
<BOS>,젿,1
<BOS>,졥,1
<BOS>,텁,22
<BOS>,좔,6
<BOS>,좕,1
<BOS>,좟,1
<BOS>,좻,1
<BOS>,좽,4
<BOS>,죈,1
<BOS>,죔,8
<BOS>,죗,2
<BOS>,죡,10
<BOS>,죤,2
<BOS>,캔,15
<BOS>,줅,1
<BOS>,툭,38
<BOS>,줼,1
<BOS>,쥅,1
<BOS>,쥇,2
<BOS>,펫,1
<BOS>,쥘,9
<BOS>,쥠,2
<BOS>,쥣,3
<BOS>,쥰,4
<BOS>,쥴,2
<BOS>,즌,19
<BOS>,즐,47
<BOS>,즑,2
<BOS>,즛,19
<BOS>,즞,1
<BOS>,쭐,68
<BOS>,컹,5
<BOS>,짇,1
<BOS>,훨,18
<BOS>,텋,2
<BOS>,짛,2
<BOS>,짥,1
<BOS>,짧,44
<BOS>,짯,10
<BOS>,짹,7
<BOS>,짼,6
<BOS>,쨀,20
<BOS>,쨋,3
<BOS>,쨍,63
<BOS>,쩔,214
<BOS>,쩜,12
<BOS>,쩝,7
<BOS>,쩟,12
<BOS>,쩨,27
<BOS>,쩽,32
<BOS>,쪄,2
<BOS>,쫀,12
<BOS>,쫄,78
<BOS>,쫌,5
<BOS>,쫍,4
<BOS>,쫏,3
<BOS>,쫗,1
<BOS>,쫘,19
<BOS>,쫙,4
<BOS>,쫠,6
<BOS>,쫴,1
<BOS>,쭌,7
<BOS>,쯘,1
<BOS>,쯜,1
<BOS>,쯧,5
<BOS>,쯩,2
<BOS>,쯪,1
<BOS>,찐,27
<BOS>,찕,1
<BOS>,찟,7
<BOS>,찡,39
<BOS>,찣,1
<BOS>,찦,1
<BOS>,쿤,9
<BOS>,팝,9
<BOS>,찻,23
<BOS>,챈,5
<BOS>,챌,11
<BOS>,챠,1
<BOS>,챡,1
<BOS>,첫,141
<BOS>,밗,1
<BOS>,첵,3
<BOS>,쳄,1
<BOS>,쳑,1
<BOS>,쳘,2
<BOS>,쳠,4
<BOS>,쳥,9
<BOS>,촏,1
<BOS>,촘,3
<BOS>,촙,1
<BOS>,쵤,2
<BOS>,쵯,1
<BOS>,쵸,9
<BOS>,춋,1
<BOS>,춥,1
<BOS>,춰,5
<BOS>,췻,1
<BOS>,췽,1
<BOS>,츄,4
<BOS>,츅,2
<BOS>,츈,2
<BOS>,츙,1
<BOS>,츤,5
<BOS>,츨,2
<BOS>,츰,2
<BOS>,츱,3
<BOS>,츳,2
<BOS>,칫,5
<BOS>,칮,1
<BOS>,칰,1
<BOS>,캅,6
<BOS>,캑,7
<BOS>,캬,10
<BOS>,캭,6
<BOS>,캰,1
<BOS>,캴,3
<BOS>,컁,7
<BOS>,컥,6
<BOS>,켈,19
<BOS>,켐,4
<BOS>,켕,3
<BOS>,켣,1
<BOS>,켯,1
<BOS>,켱,1
<BOS>,콛,1
<BOS>,콱,8
<BOS>,콴,2
<BOS>,콸,5
<BOS>,쾅,12
<BOS>,쾟,1
<BOS>,쾡,2
<BOS>,쾨,13
<BOS>,쾰,6
<BOS>,쿡,9
<BOS>,퀀,1
<BOS>,퀄,4
<BOS>,퀑,5
<BOS>,퀭,2
<BOS>,퀵,3
<BOS>,퀸,10
<BOS>,큘,1
<BOS>,펙,3
<BOS>,푀,4
<BOS>,튕,8
<BOS>,큼,16
<BOS>,킁,5
<BOS>,킨,6
<BOS>,킴,5
<BOS>,킵,5
<BOS>,킷,1
<BOS>,탠,3
<BOS>,탤,7
<BOS>,탯,10
<BOS>,턻,1
<BOS>,텀,21
<BOS>,텃,19
<BOS>,텝,1
<BOS>,텟,2
<BOS>,텨,2
<BOS>,텩,1
<BOS>,텹,1
<BOS>,톄,5
<BOS>,톧,2
<BOS>,퓨,13
<BOS>,톺,4
<BOS>,툐,2
<BOS>,튈,3
<BOS>,튝,2
<BOS>,튤,2
<BOS>,섄,1
<BOS>,튿,2
<BOS>,틃,1
<BOS>,틉,2
<BOS>,틧,1
<BOS>,틱,5
<BOS>,틸,9
<BOS>,팁,2
<BOS>,팃,2
<BOS>,헴,10
<BOS>,팣,1
<BOS>,팰,4
<BOS>,팸,3
<BOS>,팻,4
<BOS>,퍄,2
<BOS>,퍅,8
<BOS>,퍙,2
<BOS>,퍽,23
<BOS>,펏,1
<BOS>,펕,1
<BOS>,펼,4
<BOS>,퐁,25
<BOS>,퐅,1
<BOS>,푄,1
<BOS>,푯,3
<BOS>,푱,6
<BOS>,푿,4
<BOS>,봠,1
<BOS>,퓐,1
<BOS>,퓰,2
<BOS>,퓽,6
<BOS>,픐,3
<BOS>,픗,1
<BOS>,픤,1
<BOS>,핌,1
<BOS>,핟,4
<BOS>,핡,1
<BOS>,핧,1
<BOS>,핫,37
<BOS>,핼,35
<BOS>,햅,2
<BOS>,햇,82
<BOS>,햐,1
<BOS>,햑,1
<BOS>,헉,9
<BOS>,헏,2
<BOS>,헓,1
<BOS>,헗,1
<BOS>,헡,1
<BOS>,헥,42
<BOS>,헵,8
<BOS>,헷,12
<BOS>,혬,2
<BOS>,홅,2
<BOS>,홋,11
<BOS>,홠,1
<BOS>,홧,7
<BOS>,홱,3
<BOS>,횅,11
<BOS>,횔,1
<BOS>,횩,2
<BOS>,훋,1
<BOS>,훍,1
<BOS>,훗,23
<BOS>,훛,1
<BOS>,훰,1
<BOS>,훳,7
<BOS>,욷,1
<BOS>,훵,1
<BOS>,휀,1
<BOS>,휙,6
<BOS>,휩,7
<BOS>,휫,6
<BOS>,휭,7
<BOS>,휼,32
<BOS>,흄,2
<BOS>,흗,1
<BOS>,흣,6
<BOS>,흭,1
<BOS>,흴,1
<BOS>,힁,3
<BOS>,힉,2
<BOS>,힙,3
<BOS>,힝,18
가,<EOS>,3112
가,가,14
가,대,19
가,린,12
가,붓,10
가,와,14
가,호,10
가,각,21
가,간,3
가,감,23
가,갑,1
가,강,5
가,개,3
가,객,1
가,갸,5
가,거,5
가,게,21
가,겟,3
가,격,180
가,견,2
가,결,18
가,경,10
가,계,31
가,고,14
가,곡,16
가,골,2
가,공,220
가,소,30
가,과,4
가,곽,1
가,관,22
가,광,2
가,괴,2
가,교,12
가,구,37
가,국,2
가,군,3
가,굴,4
가,권,1
가,궐,1
가,귀,7
가,규,2
가,그,1
가,극,28
가,근,3
가,금,24
가,급,14
가,긍,5
가,기,44
가,까,10
가,깜,2
가,깝,3
가,께,1
가,꼬,1
가,꾸,14
가,꿈,6
가,뀌,1
가,끔,7
가,다,197
가,끼,2
가,나,21
가,난,23
가,납,10
가,내,20
가,냐,1
가,냘,2
가,네,4
가,넷,2
가,녀,4
가,녁,4
가,년,4
가,념,2
가,녕,1
가,노,7
가,누,1
가,눔,5
가,느,13
가,는,117
가,래,145
가,늘,9
가,늠,26
가,늣,2
가,능,33
가,니,79
가,닐,7
가,님,1
가,닛,2
가,닥,207
가,단,10
가,달,10
가,닭,1
가,담,13
가,당,167
가,댁,2
가,더,1
가,덕,5
가,도,26
가,독,9
가,돈,1
가,돌,4
가,동,60
가,서,9
가,되,2
가,두,31
가,둑,16
가,둠,1
가,둥,9
가,뒤,1
가,듁,1
가,드,26
가,득,16
가,든,16
가,들,24
가,등,4
가,디,7
가,따,1
가,뜨,3
가,뜩,15
가,뜬,9
가,라,60
가,락,331
가,리,412
가,란,5
가,랄,3
가,람,15
가,랍,2
가,랏,1
가,랑,41
가,랒,1
가,랫,14
가,랭,5
가,량,25
가,럭,1
가,레,10
가,렛,8
가,려,21
가,력,3
가,련,7
가,렬,3
가,렴,7
가,렵,1
가,령,5
가,례,17
가,로,184
가,록,3
가,론,14
가,롱,2
가,뢰,19
가,룃,1
가,료,2
가,룡,1
가,루,243
가,룻,5
가,류,9
가,률,3
가,르,74
가,륵,1
가,른,5
가,를,1
가,름,85
가,릅,1
가,릉,3
가,림,45
가,마,195
가,맣,2
가,지,452
가,막,26
가,치,133
가,만,17
가,말,6
가,맛,9
가,망,15
가,매,20
가,맷,2
가,맹,10
가,메,8
가,면,28
가,멸,5
가,명,4
가,모,13
가,목,11
가,묘,2
가,무,86
가,문,20
가,물,38
가,뭄,9
가,뭇,10
가,뮈,1
가,믈,1
가,미,49
가,밀,5
가,밋,4
가,바,6
가,박,10
가,반,5
가,발,5
가,밥,2
가,방,22
가,배,7
가,백,1
가,뱅,1
가,버,1
가,벌,2
가,범,2
가,법,12
가,베,3
가,벤,1
가,벼,15
가,벽,1
가,변,31
가,별,1
가,볍,3
가,병,2
가,보,16
가,복,3
가,본,1
가,볼,3
가,봉,10
가,부,41
가,분,39
가,불,38
가,붕,1
가,브,2
가,븨,1
가,비,35
가,빈,4
가,빠,5
가,뿍,6
가,뿐,9
가,뿟,9
가,쁘,1
가,삐,1
가,사,113
가,산,36
가,살,14
가,삼,4
가,삿,1
가,상,50
가,새,41
가,색,4
가,생,3
가,석,8
가,선,12
가,설,61
가,섭,4
가,성,40
가,세,17
가,셜,1
가,속,59
가,손,1
가,솔,25
가,제,30
가,송,2
가,쇄,2
가,수,40
가,숙,6
가,술,1
가,쉬,1
가,스,367
가,우,30
가,슬,7
가,슴,154
가,습,3
가,승,6
가,싀,2
가,시,282
가,자,65
가,증,17
가,식,9
가,신,12
가,실,7
가,심,24
가,십,3
가,싯,1
가,쓰,2
가,아,2
가,악,3
가,안,2
가,암,1
가,압,33
가,앙,1
가,애,2
가,액,6
가,야,50
가,약,6
가,얄,1
가,얌,5
가,얏,1
가,양,5
가,어,7
가,언,20
가,엄,2
가,업,4
가,없,1
가,여,1
가,역,31
가,연,13
가,열,55
가,염,2
가,엽,3
가,엾,2
가,영,4
가,예,4
가,오,45
가,옥,9
가,온,11
가,옷,2
가,옹,2
가,왕,2
가,외,4
가,욋,5
가,요,45
가,욕,1
가,용,18
가,멜,1
가,운,42
가,웃,10
가,워,4
가,원,3
가,월,5
가,위,81
가,윗,3
가,유,11
가,율,4
가,융,4
가,으,1
가,은,3
가,을,88
가,읅,1
가,음,5
가,읍,1
가,의,19
가,이,62
가,인,20
가,일,6
가,임,2
가,입,24
가,작,10
가,잔,1
가,잘,1
가,잠,6
가,잣,1
가,장,47
가,재,40
가,잿,2
가,쟁,3
가,저,4
가,적,15
가,전,21
가,절,10
가,점,5
가,접,1
가,정,100
가,젖,1
가,젤,2
가,져,3
가,조,13
가,족,83
가,존,1
가,종,2
가,좆,1
가,좌,10
가,죄,5
가,주,19
가,죽,81
가,중,31
가,즈,5
가,직,3
가,진,6
가,질,3
가,짐,15
가,집,18
가,짓,15
가,징,3
가,짜,26
가,쪽,3
가,쯔,1
가,쯘,8
가,쯜,1
가,찌,1
가,차,9
가,착,1
가,찬,3
가,찰,2
가,찹,1
가,창,8
가,채,6
가,책,7
가,처,7
가,척,1
가,천,1
가,철,5
가,첨,8
가,첩,2
가,청,13
가,체,6
가,초,4
가,촉,3
가,촌,1
가,추,5
가,축,40
가,출,9
가,취,10
가,측,4
가,친,2
가,칠,10
가,침,12
가,칫,10
가,칭,3
가,커,1
가,쾌,1
가,쾨,2
가,쿨,1
가,타,16
가,탁,2
가,탄,6
가,탈,13
가,탐,1
가,태,1
가,택,8
가,터,3
가,토,8
가,톨,11
가,통,5
가,투,3
가,툴,1
가,트,5
가,특,1
가,티,4
가,틱,2
가,파,12
가,판,7
가,팔,1
가,패,1
가,편,4
가,평,6
가,포,6
가,폭,1
가,폰,2
가,표,1
가,푸,1
가,풀,4
가,품,3
가,풍,1
가,프,1
가,피,14
가,필,8
가,핌,1
가,하,9
가,학,9
가,한,4
가,함,1
가,합,3
가,항,6
가,해,9
가,행,13
가,향,1
가,헌,1
가,헤,1
가,혀,1
가,현,6
가,형,4
가,혹,5
가,혼,1
가,홀,1
가,화,12
가,환,7
가,황,8
가,회,4
가,획,4
가,효,2
가,후,7
가,훈,2
가,훼,1
가,휘,1
가,흥,2
가,희,4
가,히,9
가,길,1
가,머,1
가,롭,2
가,삭,2
가,빚,1
가,쿠,5
가,플,2
가,민,2
가,너,1
가,눕,1
가,딩,2
가,번,2
가,릿,6
가,샛,1
가,에,1
가,붙,1
가,앉,1
가,쥐,1
가,찍,1
가,딤,1
가,층,1
가,옌,1
가,알,1
가,닌,3
가,먹,2
가,육,1
가,데,1
가,케,1
가,테,1
가,톤,3
가,답,2
가,얼,2
가,텔,1
가,움,1
가,완,1
가,벗,2
가,울,2
가,렝,1
가,멩,1
가,씨,7
가,코,1
가,빨,1
가,쵸,1
가,퀴,1
가,쁨,1
가,랴,2
가,멤,1
가,페,1
가,릐,1
가,딘,1
가,논,1
가,왈,2
가,키,1
